                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    217,                 2.0316,                 1.8673,                 2.1255,                 0.5098,                0.43544,                0.55214,                0.30057,                 1.7976,                 2.1072,                 2.1146,             0.00098394,             0.00098394,             0.00098394
                    218,                 2.0706,                 1.8557,                 2.1483,                 0.5098,                0.43544,                0.55214,                0.30057,                 1.7976,                 2.1072,                 2.1146,              0.0009827,              0.0009827,              0.0009827
                    219,                 1.9084,                 1.7197,                  2.056,                 0.5098,                0.43544,                0.55214,                0.30057,                 1.7976,                 2.1072,                 2.1146,             0.00098146,             0.00098146,             0.00098146
                    220,                 1.8225,                 1.7113,                 2.0057,                 0.3788,                0.57746,                0.50479,                0.26016,                 1.9153,                 1.8929,                 2.1858,             0.00098022,             0.00098022,             0.00098022
                    221,                 1.9396,                 1.8868,                 2.2618,                 0.3788,                0.57746,                0.50479,                0.26016,                 1.9153,                 1.8929,                 2.1858,             0.00097899,             0.00097899,             0.00097899
                    222,                 2.1094,                  1.844,                 2.3588,                 0.3788,                0.57746,                0.50479,                0.26016,                 1.9153,                 1.8929,                 2.1858,             0.00097775,             0.00097775,             0.00097775
                    223,                 1.9617,                 1.8509,                 2.1613,                 0.3788,                0.57746,                0.50479,                0.26016,                 1.9153,                 1.8929,                 2.1858,             0.00097651,             0.00097651,             0.00097651
                    224,                 1.9549,                 1.7757,                 2.0828,                 0.3886,                0.58104,                0.51038,                0.25611,                 1.9713,                 1.7701,                 2.1674,             0.00097528,             0.00097528,             0.00097528
                    225,                 1.8309,                 1.8011,                 1.9905,                 0.3886,                0.58104,                0.51038,                0.25611,                 1.9713,                 1.7701,                 2.1674,             0.00097404,             0.00097404,             0.00097404
                    226,                  2.026,                 1.7991,                 2.2074,                 0.3886,                0.58104,                0.51038,                0.25611,                 1.9713,                 1.7701,                 2.1674,              0.0009728,              0.0009728,              0.0009728
                    227,                 1.8981,                 1.7917,                 2.0436,                 0.3886,                0.58104,                0.51038,                0.25611,                 1.9713,                 1.7701,                 2.1674,             0.00097156,             0.00097156,             0.00097156
                    228,                 1.7767,                 1.8804,                 1.8842,                0.32259,                0.59615,                0.45921,                0.25395,                 1.9318,                 1.8652,                  2.134,             0.00097033,             0.00097033,             0.00097033
                    229,                 1.7623,                 1.8772,                 2.0828,                0.32259,                0.59615,                0.45921,                0.25395,                 1.9318,                 1.8652,                  2.134,             0.00096909,             0.00096909,             0.00096909
                    230,                 2.3008,                 2.1833,                 2.3879,                0.32259,                0.59615,                0.45921,                0.25395,                 1.9318,                 1.8652,                  2.134,             0.00096785,             0.00096785,             0.00096785
                    231,                  1.997,                 1.9986,                 2.1732,                0.32259,                0.59615,                0.45921,                0.25395,                 1.9318,                 1.8652,                  2.134,             0.00096661,             0.00096661,             0.00096661
                    232,                 1.9116,                 1.9622,                 2.2159,                0.35298,                 0.6296,                0.48616,                0.25055,                 1.7615,                 1.9391,                 2.0785,             0.00096537,             0.00096537,             0.00096537
                    233,                 1.8628,                 1.8429,                 2.0102,                0.35298,                 0.6296,                0.48616,                0.25055,                 1.7615,                 1.9391,                 2.0785,             0.00096414,             0.00096414,             0.00096414
                    234,                 1.8848,                 1.8107,                 2.1066,                0.35298,                 0.6296,                0.48616,                0.25055,                 1.7615,                 1.9391,                 2.0785,              0.0009629,              0.0009629,              0.0009629
                    235,                 1.9372,                 1.7963,                 2.1696,                0.35298,                 0.6296,                0.48616,                0.25055,                 1.7615,                 1.9391,                 2.0785,             0.00096166,             0.00096166,             0.00096166
                    236,                 1.8079,                 1.8062,                 2.1211,                0.34318,                0.62248,                0.59059,                0.32529,                 1.6375,                 1.7906,                 2.0571,             0.00096043,             0.00096043,             0.00096043
                    237,                 1.9343,                 1.9195,                 2.2453,                0.34318,                0.62248,                0.59059,                0.32529,                 1.6375,                 1.7906,                 2.0571,             0.00095919,             0.00095919,             0.00095919
                    238,                 2.0625,                 1.7801,                 2.1374,                0.34318,                0.62248,                0.59059,                0.32529,                 1.6375,                 1.7906,                 2.0571,             0.00095795,             0.00095795,             0.00095795
                    239,                 2.0001,                  1.827,                 2.1932,                0.34318,                0.62248,                0.59059,                0.32529,                 1.6375,                 1.7906,                 2.0571,             0.00095671,             0.00095671,             0.00095671
                    240,                 1.8529,                 1.8716,                 2.2315,                0.31918,                0.65385,                0.58873,                0.36155,                 1.5842,                 1.5648,                 1.9909,             0.00095548,             0.00095548,             0.00095548
                    241,                 1.8956,                 1.9125,                 2.1545,                0.31918,                0.65385,                0.58873,                0.36155,                 1.5842,                 1.5648,                 1.9909,             0.00095424,             0.00095424,             0.00095424
                    242,                 1.8582,                  1.575,                 1.9587,                0.31918,                0.65385,                0.58873,                0.36155,                 1.5842,                 1.5648,                 1.9909,               0.000953,               0.000953,               0.000953
                    243,                  1.939,                 1.7872,                 2.0357,                0.31918,                0.65385,                0.58873,                0.36155,                 1.5842,                 1.5648,                 1.9909,             0.00095176,             0.00095176,             0.00095176
                    244,                 1.7001,                 1.7265,                 2.2144,                0.34803,                0.73077,                0.58828,                0.35753,                 1.6187,                 1.6486,                 1.9958,             0.00095053,             0.00095053,             0.00095053
                    245,                 1.9221,                 1.7933,                 2.0793,                0.34803,                0.73077,                0.58828,                0.35753,                 1.6187,                 1.6486,                 1.9958,             0.00094929,             0.00094929,             0.00094929
                    246,                  1.961,                 1.8616,                 2.1556,                0.34803,                0.73077,                0.58828,                0.35753,                 1.6187,                 1.6486,                 1.9958,             0.00094805,             0.00094805,             0.00094805
                    247,                 1.9002,                 1.9159,                 1.9862,                0.34803,                0.73077,                0.58828,                0.35753,                 1.6187,                 1.6486,                 1.9958,             0.00094681,             0.00094681,             0.00094681
                    248,                 1.7087,                 1.7303,                 2.0418,                 0.3816,                0.63196,                0.49339,                0.28254,                 1.7408,                 1.6845,                 2.0372,             0.00094558,             0.00094558,             0.00094558
                    249,                 1.9311,                 1.9506,                 1.8986,                 0.3816,                0.63196,                0.49339,                0.28254,                 1.7408,                 1.6845,                 2.0372,             0.00094434,             0.00094434,             0.00094434
                    250,                 2.3165,                 2.5814,                 2.1554,                 0.3816,                0.63196,                0.49339,                0.28254,                 1.7408,                 1.6845,                 2.0372,              0.0009431,              0.0009431,              0.0009431
                    251,                 1.8789,                 1.7943,                 2.0154,                 0.3816,                0.63196,                0.49339,                0.28254,                 1.7408,                 1.6845,                 2.0372,             0.00094186,             0.00094186,             0.00094186
                    252,                 1.6662,                 1.7974,                 1.9677,                0.43035,                  0.684,                0.50776,                0.26923,                 1.7945,                 1.6143,                  2.017,             0.00094062,             0.00094062,             0.00094062
                    253,                 1.9368,                  1.794,                 2.1465,                0.43035,                  0.684,                0.50776,                0.26923,                 1.7945,                 1.6143,                  2.017,             0.00093939,             0.00093939,             0.00093939
                    254,                 1.8654,                 1.7641,                 1.9894,                0.43035,                  0.684,                0.50776,                0.26923,                 1.7945,                 1.6143,                  2.017,             0.00093815,             0.00093815,             0.00093815
                    255,                  1.699,                 1.6395,                 1.8113,                0.43035,                  0.684,                0.50776,                0.26923,                 1.7945,                 1.6143,                  2.017,             0.00093691,             0.00093691,             0.00093691
                    256,                 1.8409,                 1.8031,                 1.9994,                0.45613,                0.65538,                0.60849,                0.30573,                 1.8307,                 1.6268,                 2.0295,             0.00093567,             0.00093567,             0.00093567
                    257,                 1.5685,                 1.5789,                  1.871,                0.45613,                0.65538,                0.60849,                0.30573,                 1.8307,                 1.6268,                 2.0295,             0.00093444,             0.00093444,             0.00093444
                    258,                 1.9247,                 2.0455,                 1.9155,                0.45613,                0.65538,                0.60849,                0.30573,                 1.8307,                 1.6268,                 2.0295,              0.0009332,              0.0009332,              0.0009332
                    259,                 1.6646,                 1.6292,                  1.849,                0.45613,                0.65538,                0.60849,                0.30573,                 1.8307,                 1.6268,                 2.0295,             0.00093196,             0.00093196,             0.00093196
                    260,                 1.9517,                 1.9991,                 2.1787,                0.42966,                 0.7044,                0.62814,                0.31923,                 1.8534,                  1.702,                 2.0453,             0.00093073,             0.00093073,             0.00093073
                    261,                 1.6377,                 1.5811,                 1.8505,                0.42966,                 0.7044,                0.62814,                0.31923,                 1.8534,                  1.702,                 2.0453,             0.00092949,             0.00092949,             0.00092949
                    262,                 1.7956,                 1.7661,                  2.053,                0.42966,                 0.7044,                0.62814,                0.31923,                 1.8534,                  1.702,                 2.0453,             0.00092825,             0.00092825,             0.00092825
                    263,                 2.1405,                 1.8732,                 2.0262,                0.42966,                 0.7044,                0.62814,                0.31923,                 1.8534,                  1.702,                 2.0453,             0.00092701,             0.00092701,             0.00092701
                    264,                 1.9324,                 1.7197,                 1.9638,                0.36986,                0.61813,                0.56148,                0.27726,                 1.9391,                  1.783,                 2.1059,             0.00092577,             0.00092577,             0.00092577
                    265,                  1.705,                 1.8159,                 1.9417,                0.36986,                0.61813,                0.56148,                0.27726,                 1.9391,                  1.783,                 2.1059,             0.00092454,             0.00092454,             0.00092454
                    266,                 1.7236,                 1.6921,                 1.8989,                0.36986,                0.61813,                0.56148,                0.27726,                 1.9391,                  1.783,                 2.1059,              0.0009233,              0.0009233,              0.0009233
                    267,                 1.7939,                 1.7315,                 1.8878,                0.36986,                0.61813,                0.56148,                0.27726,                 1.9391,                  1.783,                 2.1059,             0.00092206,             0.00092206,             0.00092206
                    268,                   1.75,                 1.6873,                 1.8373,                0.48335,                0.51032,                0.53522,                 0.2564,                 2.0231,                 1.8086,                 2.1758,             0.00092083,             0.00092083,             0.00092083
                    269,                 1.6553,                 1.5822,                 1.8957,                0.48335,                0.51032,                0.53522,                 0.2564,                 2.0231,                 1.8086,                 2.1758,             0.00091959,             0.00091959,             0.00091959
                    270,                 1.6778,                 1.6195,                 1.9204,                0.48335,                0.51032,                0.53522,                 0.2564,                 2.0231,                 1.8086,                 2.1758,             0.00091835,             0.00091835,             0.00091835
                    271,                 2.2324,                 2.2184,                 2.4411,                0.48335,                0.51032,                0.53522,                 0.2564,                 2.0231,                 1.8086,                 2.1758,             0.00091711,             0.00091711,             0.00091711
                    272,                 1.7012,                 1.8473,                 2.0736,                0.37462,                0.65385,                0.65885,                 0.3374,                 1.8291,                 1.7392,                 2.0692,             0.00091588,             0.00091588,             0.00091588
                    273,                 2.2079,                 1.9691,                 2.2883,                0.37462,                0.65385,                0.65885,                 0.3374,                 1.8291,                 1.7392,                 2.0692,             0.00091464,             0.00091464,             0.00091464
                    274,                 1.7492,                 1.8135,                 2.0163,                0.37462,                0.65385,                0.65885,                 0.3374,                 1.8291,                 1.7392,                 2.0692,              0.0009134,              0.0009134,              0.0009134
                    275,                 1.5759,                 1.6569,                  1.898,                0.37462,                0.65385,                0.65885,                 0.3374,                 1.8291,                 1.7392,                 2.0692,             0.00091216,             0.00091216,             0.00091216
                    276,                 1.9573,                 1.8795,                 2.1149,                0.80986,                0.44505,                0.70218,                0.39437,                 1.6223,                  1.709,                 1.9668,             0.00091092,             0.00091092,             0.00091092
                    277,                 2.0061,                 1.9745,                 2.2881,                0.80986,                0.44505,                0.70218,                0.39437,                 1.6223,                  1.709,                 1.9668,             0.00090969,             0.00090969,             0.00090969
                    278,                 1.4967,                 1.5036,                 1.7591,                0.80986,                0.44505,                0.70218,                0.39437,                 1.6223,                  1.709,                 1.9668,             0.00090845,             0.00090845,             0.00090845
                    279,                  1.728,                  1.784,                 1.9696,                0.80986,                0.44505,                0.70218,                0.39437,                 1.6223,                  1.709,                 1.9668,             0.00090721,             0.00090721,             0.00090721
                    280,                 1.9384,                 2.0363,                 2.1925,                0.78591,                0.47491,                0.71219,                0.42137,                 1.5797,                 1.6395,                 1.9176,             0.00090597,             0.00090597,             0.00090597
                    281,                 1.7282,                 1.6241,                 1.8802,                0.78591,                0.47491,                0.71219,                0.42137,                 1.5797,                 1.6395,                 1.9176,             0.00090474,             0.00090474,             0.00090474
                    282,                 1.7653,                 1.6457,                 1.8281,                0.78591,                0.47491,                0.71219,                0.42137,                 1.5797,                 1.6395,                 1.9176,              0.0009035,              0.0009035,              0.0009035
                    283,                 1.6008,                  1.607,                 1.8815,                0.78591,                0.47491,                0.71219,                0.42137,                 1.5797,                 1.6395,                 1.9176,             0.00090226,             0.00090226,             0.00090226
                    284,                 1.6789,                 1.5948,                 1.8989,                0.40908,                0.76298,                0.73533,                 0.4516,                 1.5832,                 1.5825,                 1.9171,             0.00090103,             0.00090103,             0.00090103
                    285,                 1.6901,                 1.6566,                 1.8577,                0.40908,                0.76298,                0.73533,                 0.4516,                 1.5832,                 1.5825,                 1.9171,             0.00089979,             0.00089979,             0.00089979
                    286,                 1.6299,                 1.5793,                 1.8211,                0.40908,                0.76298,                0.73533,                 0.4516,                 1.5832,                 1.5825,                 1.9171,             0.00089855,             0.00089855,             0.00089855
                    287,                 1.6159,                 1.6059,                 1.9525,                0.40908,                0.76298,                0.73533,                 0.4516,                 1.5832,                 1.5825,                 1.9171,             0.00089731,             0.00089731,             0.00089731
                    288,                 1.7494,                 1.6995,                 1.7858,                 0.4016,                0.77755,                0.63925,                0.34746,                 1.9039,                 1.6057,                 2.0812,             0.00089607,             0.00089607,             0.00089607
                    289,                 1.7805,                 1.6795,                  2.061,                 0.4016,                0.77755,                0.63925,                0.34746,                 1.9039,                 1.6057,                 2.0812,             0.00089484,             0.00089484,             0.00089484
                    290,                 1.6392,                 1.6738,                 1.9767,                 0.4016,                0.77755,                0.63925,                0.34746,                 1.9039,                 1.6057,                 2.0812,              0.0008936,              0.0008936,              0.0008936
                    291,                 1.5809,                 1.5183,                  1.771,                 0.4016,                0.77755,                0.63925,                0.34746,                 1.9039,                 1.6057,                 2.0812,             0.00089236,             0.00089236,             0.00089236
                    292,                 1.7426,                 1.5915,                 2.0665,                0.52211,                0.61538,                0.56604,                0.29819,                 1.9531,                 1.6472,                 2.1248,             0.00089112,             0.00089112,             0.00089112
                    293,                 1.6113,                 1.6218,                 2.0289,                0.52211,                0.61538,                0.56604,                0.29819,                 1.9531,                 1.6472,                 2.1248,             0.00088989,             0.00088989,             0.00088989
                    294,                   1.73,                 1.5849,                 2.0242,                0.52211,                0.61538,                0.56604,                0.29819,                 1.9531,                 1.6472,                 2.1248,             0.00088865,             0.00088865,             0.00088865
                    295,                 1.8864,                 1.7916,                 2.2653,                0.52211,                0.61538,                0.56604,                0.29819,                 1.9531,                 1.6472,                 2.1248,             0.00088741,             0.00088741,             0.00088741
                    296,                 1.6791,                 1.5682,                 1.9369,                0.57522,                0.67308,                0.56761,                0.30212,                  1.691,                 1.6269,                  2.003,             0.00088618,             0.00088618,             0.00088618
                    297,                 1.6705,                 1.5808,                 1.9473,                0.57522,                0.67308,                0.56761,                0.30212,                  1.691,                 1.6269,                  2.003,             0.00088494,             0.00088494,             0.00088494
                    298,                 1.6441,                  1.511,                 1.8212,                0.57522,                0.67308,                0.56761,                0.30212,                  1.691,                 1.6269,                  2.003,              0.0008837,              0.0008837,              0.0008837
                    299,                 1.7316,                 1.5233,                 2.0147,                0.57522,                0.67308,                0.56761,                0.30212,                  1.691,                 1.6269,                  2.003,             0.00088246,             0.00088246,             0.00088246
                    300,                 1.6147,                 1.6209,                 1.9995,                 0.5412,                0.73077,                0.65094,                 0.4001,                 1.4483,                 1.4004,                 1.8841,             0.00088122,             0.00088122,             0.00088122
                    301,                 1.3907,                 1.5053,                 1.8759,                 0.5412,                0.73077,                0.65094,                 0.4001,                 1.4483,                 1.4004,                 1.8841,             0.00087999,             0.00087999,             0.00087999
                    302,                 1.4076,                 1.4413,                   1.88,                 0.5412,                0.73077,                0.65094,                 0.4001,                 1.4483,                 1.4004,                 1.8841,             0.00087875,             0.00087875,             0.00087875
                    303,                 1.5992,                 1.7384,                 1.9665,                 0.5412,                0.73077,                0.65094,                 0.4001,                 1.4483,                 1.4004,                 1.8841,             0.00087751,             0.00087751,             0.00087751
                    304,                 1.7082,                 1.9297,                  1.922,                0.40453,                 0.6577,                0.64219,                0.38387,                 1.3994,                 1.4739,                  1.869,             0.00087628,             0.00087628,             0.00087628
                    305,                 1.6273,                 1.4746,                 1.8395,                0.40453,                 0.6577,                0.64219,                0.38387,                 1.3994,                 1.4739,                  1.869,             0.00087504,             0.00087504,             0.00087504
                    306,                 1.6157,                 1.4272,                 1.6672,                0.40453,                 0.6577,                0.64219,                0.38387,                 1.3994,                 1.4739,                  1.869,              0.0008738,              0.0008738,              0.0008738
                    307,                  1.835,                 1.5897,                 1.9562,                0.40453,                 0.6577,                0.64219,                0.38387,                 1.3994,                 1.4739,                  1.869,             0.00087256,             0.00087256,             0.00087256
                    308,                 1.6173,                 1.5042,                 1.8873,                0.38581,                0.63736,                0.61838,                0.35971,                 1.3817,                 1.5991,                 1.8596,             0.00087132,             0.00087132,             0.00087132
                    309,                  1.395,                 1.3074,                 1.6692,                0.38581,                0.63736,                0.61838,                0.35971,                 1.3817,                 1.5991,                 1.8596,             0.00087009,             0.00087009,             0.00087009
                    310,                 1.5049,                 1.4001,                 1.8725,                0.38581,                0.63736,                0.61838,                0.35971,                 1.3817,                 1.5991,                 1.8596,             0.00086885,             0.00086885,             0.00086885
                    311,                 1.6985,                 1.4346,                 1.8139,                0.38581,                0.63736,                0.61838,                0.35971,                 1.3817,                 1.5991,                 1.8596,             0.00086761,             0.00086761,             0.00086761
                    312,                 1.6645,                  1.593,                 1.8372,                0.42617,                0.66356,                0.70262,                0.37447,                 1.4247,                 1.5158,                 1.8477,             0.00086637,             0.00086637,             0.00086637
                    313,                 1.6197,                 1.5033,                 1.7826,                0.42617,                0.66356,                0.70262,                0.37447,                 1.4247,                 1.5158,                 1.8477,             0.00086514,             0.00086514,             0.00086514
                    314,                 1.5211,                 1.5965,                 1.8303,                0.42617,                0.66356,                0.70262,                0.37447,                 1.4247,                 1.5158,                 1.8477,              0.0008639,              0.0008639,              0.0008639
                    315,                 1.7305,                 1.5938,                  1.934,                0.42617,                0.66356,                0.70262,                0.37447,                 1.4247,                 1.5158,                 1.8477,             0.00086266,             0.00086266,             0.00086266
                    316,                 1.5255,                 1.4371,                 1.8062,                0.47614,                0.65884,                0.73439,                0.43811,                   1.43,                  1.403,                  1.867,             0.00086142,             0.00086142,             0.00086142
                    317,                 1.4334,                 1.4528,                 1.7407,                0.47614,                0.65884,                0.73439,                0.43811,                   1.43,                  1.403,                  1.867,             0.00086019,             0.00086019,             0.00086019
                    318,                 1.5952,                 1.5745,                 1.9531,                0.47614,                0.65884,                0.73439,                0.43811,                   1.43,                  1.403,                  1.867,             0.00085895,             0.00085895,             0.00085895
                    319,                 1.5007,                  1.413,                 1.7098,                0.47614,                0.65884,                0.73439,                0.43811,                   1.43,                  1.403,                  1.867,             0.00085771,             0.00085771,             0.00085771
                    320,                 1.6488,                 1.5325,                 1.9075,                0.78225,                0.64272,                0.73084,                0.46947,                 1.3807,                 1.3585,                 1.8287,             0.00085647,             0.00085647,             0.00085647
                    321,                 1.5477,                 1.5802,                 1.8964,                0.78225,                0.64272,                0.73084,                0.46947,                 1.3807,                 1.3585,                 1.8287,             0.00085524,             0.00085524,             0.00085524
                    322,                 1.4517,                 1.4147,                  1.708,                0.78225,                0.64272,                0.73084,                0.46947,                 1.3807,                 1.3585,                 1.8287,               0.000854,               0.000854,               0.000854
                    323,                 1.8017,                 1.8524,                   2.31,                0.78225,                0.64272,                0.73084,                0.46947,                 1.3807,                 1.3585,                 1.8287,             0.00085276,             0.00085276,             0.00085276
                    324,                 1.6826,                 1.8032,                 2.1371,                0.77466,                0.65155,                0.77901,                0.53832,                 1.3125,                 1.3693,                 1.7824,             0.00085152,             0.00085152,             0.00085152
                    325,                 1.3906,                 1.4071,                 1.7797,                0.77466,                0.65155,                0.77901,                0.53832,                 1.3125,                 1.3693,                 1.7824,             0.00085029,             0.00085029,             0.00085029
                    326,                 1.4686,                 1.4455,                 1.9045,                0.77466,                0.65155,                0.77901,                0.53832,                 1.3125,                 1.3693,                 1.7824,             0.00084905,             0.00084905,             0.00084905
                    327,                 1.5362,                 1.4871,                 2.0025,                0.77466,                0.65155,                0.77901,                0.53832,                 1.3125,                 1.3693,                 1.7824,             0.00084781,             0.00084781,             0.00084781
                    328,                 1.5519,                 1.4869,                 1.8574,                0.42218,                0.67445,                0.70689,                0.47818,                 1.3445,                 1.5367,                 1.8008,             0.00084658,             0.00084658,             0.00084658
                    329,                 1.3154,                 1.3194,                 1.7374,                0.42218,                0.67445,                0.70689,                0.47818,                 1.3445,                 1.5367,                 1.8008,             0.00084534,             0.00084534,             0.00084534
                    330,                 1.6324,                 1.4314,                 1.8722,                0.42218,                0.67445,                0.70689,                0.47818,                 1.3445,                 1.5367,                 1.8008,              0.0008441,              0.0008441,              0.0008441
                    331,                 1.5085,                 1.4159,                 1.8755,                0.42218,                0.67445,                0.70689,                0.47818,                 1.3445,                 1.5367,                 1.8008,             0.00084286,             0.00084286,             0.00084286
                    332,                  1.618,                 1.5166,                 1.9326,                 0.6962,                0.40644,                0.61142,                0.36007,                  1.563,                 1.8856,                 1.9417,             0.00084162,             0.00084162,             0.00084162
                    333,                 1.3449,                 1.3177,                 1.7224,                 0.6962,                0.40644,                0.61142,                0.36007,                  1.563,                 1.8856,                 1.9417,             0.00084039,             0.00084039,             0.00084039
                    334,                 1.5374,                 1.4205,                 1.8074,                 0.6962,                0.40644,                0.61142,                0.36007,                  1.563,                 1.8856,                 1.9417,             0.00083915,             0.00083915,             0.00083915
                    335,                 1.5166,                 1.4249,                 1.8601,                 0.6962,                0.40644,                0.61142,                0.36007,                  1.563,                 1.8856,                 1.9417,             0.00083791,             0.00083791,             0.00083791
                    336,                 1.5679,                 1.5742,                 1.8232,                0.63686,                0.45586,                 0.5807,                0.29889,                 1.6276,                 2.0981,                 2.0137,             0.00083667,             0.00083667,             0.00083667
                    337,                 1.3006,                  1.352,                 1.6798,                0.63686,                0.45586,                 0.5807,                0.29889,                 1.6276,                 2.0981,                 2.0137,             0.00083544,             0.00083544,             0.00083544
                    338,                 1.5146,                 1.5562,                  1.966,                0.63686,                0.45586,                 0.5807,                0.29889,                 1.6276,                 2.0981,                 2.0137,              0.0008342,              0.0008342,              0.0008342
                    339,                 1.5994,                 1.5882,                 1.9248,                0.63686,                0.45586,                 0.5807,                0.29889,                 1.6276,                 2.0981,                 2.0137,             0.00083296,             0.00083296,             0.00083296
                    340,                  1.316,                 1.2881,                 1.6821,                0.63891,                0.45467,                0.57378,                0.30571,                 1.6197,                  1.949,                 2.0046,             0.00083172,             0.00083172,             0.00083172
                    341,                 1.6381,                 1.5011,                 1.9548,                0.63891,                0.45467,                0.57378,                0.30571,                 1.6197,                  1.949,                 2.0046,             0.00083049,             0.00083049,             0.00083049
                    342,                 1.6489,                 1.5922,                 1.8525,                0.63891,                0.45467,                0.57378,                0.30571,                 1.6197,                  1.949,                 2.0046,             0.00082925,             0.00082925,             0.00082925
                    343,                 1.8527,                  1.523,                 2.0038,                0.63891,                0.45467,                0.57378,                0.30571,                 1.6197,                  1.949,                 2.0046,             0.00082801,             0.00082801,             0.00082801
                    344,                 1.4367,                 1.4477,                 1.7577,                0.55543,                0.46689,                0.50335,                0.30112,                   1.61,                 1.8668,                 2.0007,             0.00082677,             0.00082677,             0.00082677
                    345,                 1.3353,                 1.3496,                 1.6999,                0.55543,                0.46689,                0.50335,                0.30112,                   1.61,                 1.8668,                 2.0007,             0.00082554,             0.00082554,             0.00082554
                    346,                  1.492,                 1.4731,                 1.8335,                0.55543,                0.46689,                0.50335,                0.30112,                   1.61,                 1.8668,                 2.0007,              0.0008243,              0.0008243,              0.0008243
                    347,                 1.7247,                 1.5502,                 1.9935,                0.55543,                0.46689,                0.50335,                0.30112,                   1.61,                 1.8668,                 2.0007,             0.00082306,             0.00082306,             0.00082306
                    348,                 1.4641,                  1.447,                 1.6501,                0.46966,                0.54107,                0.60266,                0.34361,                 1.4921,                 1.7743,                 1.9706,             0.00082183,             0.00082183,             0.00082183
                    349,                 1.3167,                 1.2995,                 1.6833,                0.46966,                0.54107,                0.60266,                0.34361,                 1.4921,                 1.7743,                 1.9706,             0.00082059,             0.00082059,             0.00082059
                    350,                 1.3893,                  1.367,                 1.7771,                0.46966,                0.54107,                0.60266,                0.34361,                 1.4921,                 1.7743,                 1.9706,             0.00081935,             0.00081935,             0.00081935
                    351,                 1.4557,                 1.3912,                  1.862,                0.46966,                0.54107,                0.60266,                0.34361,                 1.4921,                 1.7743,                 1.9706,             0.00081811,             0.00081811,             0.00081811
                    352,                 1.6159,                 1.5214,                 1.8522,                 0.4818,                0.58654,                0.63226,                0.36545,                 1.3793,                 1.7398,                 1.9687,             0.00081688,             0.00081688,             0.00081688
                    353,                 1.3685,                 1.3825,                 1.7346,                 0.4818,                0.58654,                0.63226,                0.36545,                 1.3793,                 1.7398,                 1.9687,             0.00081564,             0.00081564,             0.00081564
                    354,                 1.6502,                 1.3966,                 1.7991,                 0.4818,                0.58654,                0.63226,                0.36545,                 1.3793,                 1.7398,                 1.9687,              0.0008144,              0.0008144,              0.0008144
                    355,                 1.4204,                 1.4244,                 1.8292,                 0.4818,                0.58654,                0.63226,                0.36545,                 1.3793,                 1.7398,                 1.9687,             0.00081316,             0.00081316,             0.00081316
                    356,                 1.4688,                 1.4383,                  1.827,                0.48552,                0.64858,                0.64826,                0.38044,                 1.3523,                 1.7232,                 1.9027,             0.00081193,             0.00081193,             0.00081193
                    357,                 1.3777,                 1.4055,                 1.6865,                0.48552,                0.64858,                0.64826,                0.38044,                 1.3523,                 1.7232,                 1.9027,             0.00081069,             0.00081069,             0.00081069
                    358,                 1.5377,                 1.6458,                   1.99,                0.48552,                0.64858,                0.64826,                0.38044,                 1.3523,                 1.7232,                 1.9027,             0.00080945,             0.00080945,             0.00080945
                    359,                    1.6,                 1.6595,                 1.9981,                0.48552,                0.64858,                0.64826,                0.38044,                 1.3523,                 1.7232,                 1.9027,             0.00080821,             0.00080821,             0.00080821
                    360,                 1.5061,                 1.3461,                 1.8297,                0.49802,                0.70039,                0.63193,                0.35845,                 1.3162,                 1.6989,                 1.8258,             0.00080698,             0.00080698,             0.00080698
                    361,                 1.3696,                 1.3877,                 1.7589,                0.49802,                0.70039,                0.63193,                0.35845,                 1.3162,                 1.6989,                 1.8258,             0.00080574,             0.00080574,             0.00080574
                    362,                 1.3404,                   1.47,                 1.8199,                0.49802,                0.70039,                0.63193,                0.35845,                 1.3162,                 1.6989,                 1.8258,              0.0008045,              0.0008045,              0.0008045
                    363,                 1.4725,                 1.2776,                 1.6438,                0.49802,                0.70039,                0.63193,                0.35845,                 1.3162,                 1.6989,                 1.8258,             0.00080326,             0.00080326,             0.00080326
                    364,                 1.5283,                 1.4183,                 1.7893,                0.49029,                0.65871,                0.65047,                0.38694,                 1.2911,                 1.7537,                 1.8251,             0.00080202,             0.00080202,             0.00080202
                    365,                 1.4679,                 1.4514,                 1.8125,                0.49029,                0.65871,                0.65047,                0.38694,                 1.2911,                 1.7537,                 1.8251,             0.00080079,             0.00080079,             0.00080079
                    366,                 1.4792,                  1.466,                 1.9132,                0.49029,                0.65871,                0.65047,                0.38694,                 1.2911,                 1.7537,                 1.8251,             0.00079955,             0.00079955,             0.00079955
                    367,                 1.3231,                 1.2557,                 1.6569,                0.49029,                0.65871,                0.65047,                0.38694,                 1.2911,                 1.7537,                 1.8251,             0.00079831,             0.00079831,             0.00079831
                    368,                 1.3638,                 1.3371,                 1.7436,                0.46144,                 0.6456,                0.65845,                0.41189,                 1.2957,                 1.6296,                 1.8374,             0.00079708,             0.00079708,             0.00079708
